ts,campaign_id,channel,geo,device,impressions,clicks,spend,conversions,revenue,planned_spend
2025-10-28 23:00:00,GOOG-IN-MOB,Google,IN,Mobile,5126,84,8.630153215022844,4,32.0,7.336291167408786
2025-10-29 00:00:00,GOOG-IN-MOB,Google,IN,Mobile,5030,105,10.226309274819528,7,56.0,7.461944128600557
2025-10-29 01:00:00,GOOG-IN-MOB,Google,IN,Mobile,4992,126,9.595025842968525,3,24.0,7.550822533365889
2025-10-29 02:00:00,GOOG-IN-MOB,Google,IN,Mobile,4812,104,8.855116820040616,5,40.0,7.57174292456406
2025-10-29 03:00:00,GOOG-IN-MOB,Google,IN,Mobile,5066,95,6.129327861201288,6,48.0,7.5959354012528495
2025-10-29 04:00:00,GOOG-IN-MOB,Google,IN,Mobile,4912,99,7.978356424957526,2,16.0,7.4071928795919
2025-10-29 05:00:00,GOOG-IN-MOB,Google,IN,Mobile,4997,97,7.438157591449092,2,16.0,7.293945073261074
2025-10-29 06:00:00,GOOG-IN-MOB,Google,IN,Mobile,5067,101,5.802723633890145,2,16.0,7.2726218769839095
2025-10-29 07:00:00,GOOG-IN-MOB,Google,IN,Mobile,5113,101,8.380675243155268,2,16.0,7.274152427268156
2025-10-29 08:00:00,GOOG-IN-MOB,Google,IN,Mobile,4975,98,9.185838921682548,4,32.0,7.426017357847314
2025-10-29 09:00:00,GOOG-IN-MOB,Google,IN,Mobile,4968,99,5.42753070915845,7,56.0,7.4137360201657865
2025-10-29 10:00:00,GOOG-IN-MOB,Google,IN,Mobile,5000,105,10.066680666058062,2,16.0,7.583151349838886
2025-10-29 11:00:00,GOOG-IN-MOB,Google,IN,Mobile,4937,103,10.607392616014721,4,32.0,7.687806592464974
2025-10-29 12:00:00,GOOG-IN-MOB,Google,IN,Mobile,4942,107,7.658938296740926,6,48.0,7.682517132699256
2025-10-29 13:00:00,GOOG-IN-MOB,Google,IN,Mobile,4983,91,5.400271831456842,4,32.0,7.5619067024181055
2025-10-29 14:00:00,GOOG-IN-MOB,Google,IN,Mobile,4999,94,9.398638679640623,4,32.0,7.476081777004656
2025-10-29 15:00:00,GOOG-IN-MOB,Google,IN,Mobile,5050,115,6.73087109313035,5,40.0,7.4477040059693165
2025-10-29 16:00:00,GOOG-IN-MOB,Google,IN,Mobile,4940,73,4.269676964350904,3,24.0,7.341179284057208
2025-10-29 17:00:00,GOOG-IN-MOB,Google,IN,Mobile,5023,111,10.750702209890344,5,40.0,7.555432910427824
2025-10-29 18:00:00,GOOG-IN-MOB,Google,IN,Mobile,4928,69,5.919181028252622,2,16.0,7.56235857264448
2025-10-29 19:00:00,GOOG-IN-MOB,Google,IN,Mobile,5008,106,7.853314949133343,3,24.0,7.593278099413798
2025-10-29 20:00:00,GOOG-IN-MOB,Google,IN,Mobile,4895,105,8.148203089214547,5,40.0,7.649343834112044
2025-10-29 21:00:00,GOOG-IN-MOB,Google,IN,Mobile,5027,91,8.188950729539714,5,40.0,7.805659470473814
2025-10-29 22:00:00,GOOG-IN-MOB,Google,IN,Mobile,5000,97,6.502365747011751,1,8.0,7.88101680994919
2025-10-29 23:00:00,GOOG-IN-MOB,Google,IN,Mobile,5065,101,9.326229452771276,1,8.0,7.910019986522042
2025-10-30 00:00:00,GOOG-IN-MOB,Google,IN,Mobile,4949,113,8.629727806168004,7,56.0,7.843495758661562
2025-10-30 01:00:00,GOOG-IN-MOB,Google,IN,Mobile,5119,108,8.292081987297182,5,40.0,7.789206431341921
2025-10-30 02:00:00,GOOG-IN-MOB,Google,IN,Mobile,4910,88,6.616037151950518,6,48.0,7.695911445171501
2025-10-30 03:00:00,GOOG-IN-MOB,Google,IN,Mobile,5080,91,6.208913644695091,3,24.0,7.6992275194837445
2025-10-30 04:00:00,GOOG-IN-MOB,Google,IN,Mobile,4949,88,7.826731262076128,2,16.0,7.692909804363686
2025-10-30 05:00:00,GOOG-IN-MOB,Google,IN,Mobile,4961,102,5.81533712095221,6,48.0,7.625292284759649
2025-10-30 06:00:00,GOOG-IN-MOB,Google,IN,Mobile,4999,98,9.749129748156665,6,48.0,7.7897258728540875
2025-10-30 07:00:00,GOOG-IN-MOB,Google,IN,Mobile,5004,86,3.450639294607597,2,16.0,7.584307708331266
2025-10-30 08:00:00,GOOG-IN-MOB,Google,IN,Mobile,4946,94,8.321235016243847,5,40.0,7.548282545604654
2025-10-30 09:00:00,GOOG-IN-MOB,Google,IN,Mobile,5001,99,8.7164103433952,2,16.0,7.685319197031185
2025-10-30 10:00:00,GOOG-IN-MOB,Google,IN,Mobile,4872,92,7.97525690347826,5,40.0,7.598176540257028
2025-10-30 11:00:00,GOOG-IN-MOB,Google,IN,Mobile,5068,95,8.607137192113042,4,32.0,7.514832564261124
2025-10-30 12:00:00,GOOG-IN-MOB,Google,IN,Mobile,5037,106,12.1849622846659,8,64.0,7.703416897091331
2025-10-30 13:00:00,GOOG-IN-MOB,Google,IN,Mobile,5012,106,8.928150658387967,4,32.0,7.850411848213462
2025-10-30 14:00:00,GOOG-IN-MOB,Google,IN,Mobile,4960,92,9.180625516226172,4,32.0,7.841327966404527
2025-10-30 15:00:00,GOOG-IN-MOB,Google,IN,Mobile,5049,97,8.592679545861518,7,56.0,7.918903318601658
2025-10-30 16:00:00,GOOG-IN-MOB,Google,IN,Mobile,5048,93,9.229948966668138,1,8.0,8.12558131869821
2025-10-30 17:00:00,GOOG-IN-MOB,Google,IN,Mobile,5046,104,7.424452972970737,4,32.0,7.986987600493226
2025-10-30 18:00:00,GOOG-IN-MOB,Google,IN,Mobile,5081,92,8.014830651728747,3,24.0,8.074306334804731
2025-10-30 19:00:00,GOOG-IN-MOB,Google,IN,Mobile,4959,96,7.145218539203642,3,24.0,8.044802317724328
2025-10-30 20:00:00,GOOG-IN-MOB,Google,IN,Mobile,4945,81,6.270115927832853,6,48.0,7.966548686000091
2025-10-30 21:00:00,GOOG-IN-MOB,Google,IN,Mobile,5007,104,8.736515878057677,6,48.0,7.9893639005216714
2025-10-30 22:00:00,GOOG-IN-MOB,Google,IN,Mobile,4926,95,9.236246081328682,6,48.0,8.103275581118211
2025-10-30 23:00:00,GOOG-IN-MOB,Google,IN,Mobile,4878,115,11.51048037843046,5,40.0,8.19428603635401
2025-10-31 00:00:00,GOOG-IN-MOB,Google,IN,Mobile,5038,88,6.8927797724798525,1,8.0,8.121913201617003
2025-10-31 01:00:00,GOOG-IN-MOB,Google,IN,Mobile,5034,121,13.886867626014245,4,32.0,8.355029269896882
2025-10-31 02:00:00,GOOG-IN-MOB,Google,IN,Mobile,5088,113,10.831679945561332,3,24.0,8.530681052963997
2025-10-31 03:00:00,GOOG-IN-MOB,Google,IN,Mobile,5016,100,8.122618503220895,0,16.0,8.610418755402574
2025-10-31 04:00:00,GOOG-IN-MOB,Google,IN,Mobile,5036,92,6.842801648803862,0,24.0,8.569421688182896
2025-10-31 05:00:00,GOOG-IN-MOB,Google,IN,Mobile,5106,95,6.811496272610457,2,56.0,8.610928319501989
2025-10-31 06:00:00,GOOG-IN-MOB,Google,IN,Mobile,4919,91,9.067283406797399,3,24.0,8.582518055278687
2025-10-31 07:00:00,GOOG-IN-MOB,Google,IN,Mobile,5050,103,8.921074827259591,4,32.0,8.810452869139187
2025-10-31 08:00:00,GOOG-IN-MOB,Google,IN,Mobile,5013,106,7.4773856228792495,2,16.0,8.775292477748994
2025-10-31 09:00:00,GOOG-IN-MOB,Google,IN,Mobile,5029,91,8.892842667230747,5,40.0,8.782643824575477
2025-10-31 10:00:00,GOOG-IN-MOB,Google,IN,Mobile,4979,90,5.666809885548552,5,40.0,8.686458532161739
2025-10-31 11:00:00,GOOG-IN-MOB,Google,IN,Mobile,4983,106,10.091590346627868,2,16.0,8.74831074693319
2025-10-31 12:00:00,GOOG-IN-MOB,Google,IN,Mobile,5017,94,8.610589323426812,4,32.0,8.599378540214895
2025-10-31 13:00:00,GOOG-IN-MOB,Google,IN,Mobile,5016,101,9.198756894371153,5,40.0,8.610653800047526
2025-10-31 14:00:00,GOOG-IN-MOB,Google,IN,Mobile,5018,100,8.284194584499808,7,56.0,8.573302511225593
2025-10-31 15:00:00,GOOG-IN-MOB,Google,IN,Mobile,5052,99,6.124190268889371,4,32.0,8.470448791351755
2025-10-31 16:00:00,GOOG-IN-MOB,Google,IN,Mobile,5110,92,7.8747414247173335,5,40.0,8.41398181043714
2025-10-31 17:00:00,GOOG-IN-MOB,Google,IN,Mobile,4988,85,6.39693939799552,2,16.0,8.37116874481317
2025-10-31 18:00:00,GOOG-IN-MOB,Google,IN,Mobile,5069,96,6.414301805402449,4,32.0,8.30448004288291
2025-10-31 19:00:00,GOOG-IN-MOB,Google,IN,Mobile,5041,100,7.8224108238384895,4,32.0,8.332696388076029
2025-10-31 20:00:00,GOOG-IN-MOB,Google,IN,Mobile,5043,109,7.081848588007181,6,48.0,8.366518582249958
2025-10-31 21:00:00,GOOG-IN-MOB,Google,IN,Mobile,5045,108,8.046028718731428,4,32.0,8.337748283944697
2025-10-31 22:00:00,GOOG-IN-MOB,Google,IN,Mobile,5034,89,5.027879120108177,2,16.0,8.162399660560508
2025-10-31 23:00:00,GOOG-IN-MOB,Google,IN,Mobile,4789,101,7.162071334498072,5,40.0,7.98121595039666
2025-11-01 00:00:00,GOOG-IN-MOB,Google,IN,Mobile,5057,107,8.737673190980345,4,32.0,8.058086509500846
2025-11-01 01:00:00,GOOG-IN-MOB,Google,IN,Mobile,4953,96,7.280707403901238,2,16.0,7.782829833579473
2025-11-01 02:00:00,GOOG-IN-MOB,Google,IN,Mobile,4973,90,8.242789553902034,4,32.0,7.674959400593668
2025-11-01 03:00:00,GOOG-IN-MOB,Google,IN,Mobile,4956,104,5.173887050705806,7,56.0,7.552095590072206
2025-11-01 04:00:00,GOOG-IN-MOB,Google,IN,Mobile,4898,83,5.593881383028569,3,24.0,7.500057245664902
2025-11-01 05:00:00,GOOG-IN-MOB,Google,IN,Mobile,5135,111,7.446194309355985,4,32.0,7.526502997195966
2025-11-01 06:00:00,GOOG-IN-MOB,Google,IN,Mobile,4961,86,7.295674381358922,3,24.0,7.452685954469362
2025-11-01 07:00:00,GOOG-IN-MOB,Google,IN,Mobile,4877,99,6.218020253160554,1,8.0,7.3400586805485695
2025-11-01 08:00:00,GOOG-IN-MOB,Google,IN,Mobile,4964,104,7.559217645882053,5,40.0,7.343468348173686
2025-11-01 09:00:00,GOOG-IN-MOB,Google,IN,Mobile,5010,104,7.233063319188065,7,56.0,7.274310875338575
2025-11-01 10:00:00,GOOG-IN-MOB,Google,IN,Mobile,4965,87,10.62737376393214,4,32.0,7.48100103693789
2025-11-01 11:00:00,GOOG-IN-MOB,Google,IN,Mobile,4947,88,5.028374824137756,6,48.0,7.270033723500802
2025-11-01 12:00:00,GOOG-IN-MOB,Google,IN,Mobile,5061,101,9.109730888135731,5,40.0,7.290831288697007
2025-11-01 13:00:00,GOOG-IN-MOB,Google,IN,Mobile,4990,93,6.141536107974581,4,32.0,7.1634470892638165
2025-11-01 14:00:00,GOOG-IN-MOB,Google,IN,Mobile,5072,103,6.246494808344138,3,24.0,7.078542931923998
2025-11-01 15:00:00,GOOG-IN-MOB,Google,IN,Mobile,4901,101,7.089187970561342,5,40.0,7.118751169493663
2025-11-01 16:00:00,GOOG-IN-MOB,Google,IN,Mobile,5125,106,9.617600572158276,3,24.0,7.191370300637035
2025-11-01 17:00:00,GOOG-IN-MOB,Google,IN,Mobile,4805,97,5.241239039520575,11,88.0,7.143216119033912
2025-11-01 18:00:00,GOOG-IN-MOB,Google,IN,Mobile,5031,94,4.186810689204773,5,40.0,7.0504039891923425
2025-11-01 19:00:00,GOOG-IN-MOB,Google,IN,Mobile,5081,81,5.59324492741873,2,16.0,6.95752207684152
2025-11-01 20:00:00,GOOG-IN-MOB,Google,IN,Mobile,5123,100,11.121576400140984,4,32.0,7.125844069013762
2025-11-01 21:00:00,GOOG-IN-MOB,Google,IN,Mobile,5010,109,11.036841696072402,6,48.0,7.250461276402969
2025-11-01 22:00:00,GOOG-IN-MOB,Google,IN,Mobile,5069,93,7.316094257285802,7,56.0,7.34580357378537
2025-11-01 23:00:00,GOOG-IN-MOB,Google,IN,Mobile,4904,111,8.6820365004734,3,24.0,7.4091354557010085
2025-11-02 00:00:00,GOOG-IN-MOB,Google,IN,Mobile,4946,91,6.17553130190061,5,40.0,7.30237954365602
2025-11-02 01:00:00,GOOG-IN-MOB,Google,IN,Mobile,5050,103,7.332881822895128,6,48.0,7.304553477780765
2025-11-02 02:00:00,GOOG-IN-MOB,Google,IN,Mobile,4963,112,9.641449367427628,2,16.0,7.3628309700109975
2025-11-02 03:00:00,GOOG-IN-MOB,Google,IN,Mobile,4951,120,10.660648448879082,3,24.0,7.591446028268218
2025-11-02 04:00:00,GOOG-IN-MOB,Google,IN,Mobile,5060,94,9.277285361066905,1,8.0,7.744921194019816
2025-11-02 05:00:00,GOOG-IN-MOB,Google,IN,Mobile,5046,110,8.339523904206656,5,40.0,7.782143260471926
2025-11-02 06:00:00,GOOG-IN-MOB,Google,IN,Mobile,5010,101,9.46517953529875,5,40.0,7.872539308552753
2025-11-02 07:00:00,GOOG-IN-MOB,Google,IN,Mobile,4925,110,5.901957024994725,1,8.0,7.859370007379176
2025-11-02 08:00:00,GOOG-IN-MOB,Google,IN,Mobile,4999,99,2.2276797967652935,6,48.0,7.637222596999312
2025-11-02 09:00:00,GOOG-IN-MOB,Google,IN,Mobile,4973,116,7.113186817669569,7,56.0,7.632227742769373
2025-11-02 10:00:00,GOOG-IN-MOB,Google,IN,Mobile,5020,107,7.545962386337229,3,24.0,7.503835602036253
2025-11-02 11:00:00,GOOG-IN-MOB,Google,IN,Mobile,4900,96,6.387516533522513,1,8.0,7.560466506593951
2025-11-02 12:00:00,GOOG-IN-MOB,Google,IN,Mobile,4871,85,5.472601945187487,4,32.0,7.4089194673044405
2025-11-02 13:00:00,GOOG-IN-MOB,Google,IN,Mobile,4968,103,5.852398951990103,6,48.0,7.3968720858050885
2025-11-02 14:00:00,GOOG-IN-MOB,Google,IN,Mobile,4974,101,6.954944877237679,6,48.0,7.426390838675651
2025-11-02 15:00:00,GOOG-IN-MOB,Google,IN,Mobile,5044,108,8.979890601332706,2,16.0,7.505170114957792
2025-11-02 16:00:00,GOOG-IN-MOB,Google,IN,Mobile,5028,97,7.856490332187842,7,56.0,7.4317905216256905
2025-11-02 17:00:00,GOOG-IN-MOB,Google,IN,Mobile,4974,90,5.829436774012852,6,48.0,7.456298760562869
2025-11-02 18:00:00,GOOG-IN-MOB,Google,IN,Mobile,5012,94,6.650633783985571,2,16.0,7.558958056178736
2025-11-02 19:00:00,GOOG-IN-MOB,Google,IN,Mobile,5121,108,10.166107387694254,5,40.0,7.749493992023549
2025-11-02 20:00:00,GOOG-IN-MOB,Google,IN,Mobile,5011,110,8.769850878942767,4,32.0,7.651505428640291
2025-11-02 21:00:00,GOOG-IN-MOB,Google,IN,Mobile,4933,116,15.638918557403933,4,32.0,7.843258631195771
2025-11-02 22:00:00,GOOG-IN-MOB,Google,IN,Mobile,5075,83,6.437007461827436,2,16.0,7.806630014718338
2025-11-02 23:00:00,GOOG-IN-MOB,Google,IN,Mobile,4980,95,5.975778888369402,0,0.0,7.693869280880672
2025-11-03 00:00:00,GOOG-IN-MOB,Google,IN,Mobile,4947,104,10.250547089552859,5,40.0,7.8636616053661825
2025-11-03 01:00:00,GOOG-IN-MOB,Google,IN,Mobile,4981,103,9.34358650538342,5,40.0,7.947440967136527
2025-11-03 02:00:00,GOOG-IN-MOB,Google,IN,Mobile,5059,103,8.713274659365307,9,72.0,7.9087670209672645
2025-11-03 03:00:00,GOOG-IN-MOB,Google,IN,Mobile,5044,101,8.868503845920193,4,32.0,7.834094329177311
2025-11-03 04:00:00,GOOG-IN-MOB,Google,IN,Mobile,5074,104,9.940999965506002,4,32.0,7.861749104362272
2025-11-03 05:00:00,GOOG-IN-MOB,Google,IN,Mobile,5000,91,7.188009686738076,4,32.0,7.813769345301082
2025-11-03 06:00:00,GOOG-IN-MOB,Google,IN,Mobile,5121,116,8.893755155001942,8,64.0,7.789959996122048
2025-11-03 07:00:00,GOOG-IN-MOB,Google,IN,Mobile,4958,105,6.84337644093336,6,48.0,7.829185805119493
2025-11-03 08:00:00,GOOG-IN-MOB,Google,IN,Mobile,5023,90,8.209352235022322,3,24.0,8.078422156713534
2025-11-03 09:00:00,GOOG-IN-MOB,Google,IN,Mobile,4981,100,8.157902448215802,5,40.0,8.12195197465296
2025-11-03 10:00:00,GOOG-IN-MOB,Google,IN,Mobile,4889,97,8.25223527929851,2,16.0,8.15138001185968
2025-11-03 11:00:00,GOOG-IN-MOB,Google,IN,Mobile,5006,103,9.395593310790504,4,32.0,8.276716544245847
2025-11-03 12:00:00,GOOG-IN-MOB,Google,IN,Mobile,5045,105,11.167805039618539,4,32.0,8.514016673180473
2025-11-03 13:00:00,GOOG-IN-MOB,Google,IN,Mobile,4902,98,5.293277366639784,6,48.0,8.490719940457543
2025-11-03 14:00:00,GOOG-IN-MOB,Google,IN,Mobile,4987,90,7.693844761442851,6,48.0,8.52150743563276
2025-11-03 15:00:00,GOOG-IN-MOB,Google,IN,Mobile,4905,92,5.574443036490516,5,40.0,8.37961378709767
2025-11-03 16:00:00,GOOG-IN-MOB,Google,IN,Mobile,5114,107,8.445202330611354,7,56.0,8.404143453698648
2025-11-03 17:00:00,GOOG-IN-MOB,Google,IN,Mobile,4821,89,7.636601201306821,4,32.0,8.479441971502563
2025-11-03 18:00:00,GOOG-IN-MOB,Google,IN,Mobile,5016,101,6.35830546037616,4,32.0,8.467261624685504
2025-11-03 19:00:00,GOOG-IN-MOB,Google,IN,Mobile,5016,99,9.098347597071253,6,48.0,8.422771633409546
2025-11-03 20:00:00,GOOG-IN-MOB,Google,IN,Mobile,5031,102,8.200915144470901,4,32.0,8.399065977806552
2025-11-03 21:00:00,GOOG-IN-MOB,Google,IN,Mobile,5086,95,7.481923850267946,4,32.0,8.059191198342553
2025-11-03 22:00:00,GOOG-IN-MOB,Google,IN,Mobile,5074,108,7.887365458525814,3,24.0,8.119622781538318
2025-11-03 23:00:00,GOOG-IN-MOB,Google,IN,Mobile,5011,94,9.329822848018624,3,24.0,8.259374613190369
2025-11-04 00:00:00,GOOG-IN-MOB,Google,IN,Mobile,4961,86,6.002221725697838,5,40.0,8.082361056363077
2025-11-04 01:00:00,GOOG-IN-MOB,Google,IN,Mobile,4939,105,8.870320482636199,3,24.0,8.06264163874861
2025-11-04 02:00:00,GOOG-IN-MOB,Google,IN,Mobile,5073,99,7.398119715664328,3,24.0,8.007843516094402
2025-11-04 03:00:00,GOOG-IN-MOB,Google,IN,Mobile,5008,109,6.610699166608954,4,32.0,7.9137683211231
2025-11-04 04:00:00,GOOG-IN-MOB,Google,IN,Mobile,5051,91,7.862804418953466,2,16.0,7.827176840016745
2025-11-04 05:00:00,GOOG-IN-MOB,Google,IN,Mobile,4929,96,6.248881220773635,2,16.0,7.788046487268226
2025-11-04 06:00:00,GOOG-IN-MOB,Google,IN,Mobile,5024,100,10.302798272731996,5,40.0,7.846756617173644
2025-11-04 07:00:00,GOOG-IN-MOB,Google,IN,Mobile,5137,114,5.6578657105463295,5,40.0,7.7973603367408515
2025-11-04 08:00:00,GOOG-IN-MOB,Google,IN,Mobile,5068,93,9.034775971559679,4,32.0,7.831752992429908
2025-11-04 09:00:00,GOOG-IN-MOB,Google,IN,Mobile,5005,102,6.914929432621318,2,16.0,7.779962450113472
2025-11-04 10:00:00,GOOG-IN-MOB,Google,IN,Mobile,5022,110,7.549156410791423,3,24.0,7.75066749725901
2025-11-04 11:00:00,GOOG-IN-MOB,Google,IN,Mobile,4934,94,7.912722706338673,1,8.0,7.688881222073516
2025-11-04 12:00:00,GOOG-IN-MOB,Google,IN,Mobile,5042,112,9.002796450596763,7,56.0,7.598672530864277
2025-11-04 13:00:00,GOOG-IN-MOB,Google,IN,Mobile,5015,111,9.450698605807306,4,32.0,7.77189841582959
2025-11-04 14:00:00,GOOG-IN-MOB,Google,IN,Mobile,5072,110,10.33613209024098,3,24.0,7.881993721196179
2025-11-04 15:00:00,GOOG-IN-MOB,Google,IN,Mobile,4985,113,5.096058483897276,6,48.0,7.862061031504793
2025-11-04 16:00:00,GOOG-IN-MOB,Google,IN,Mobile,5107,92,6.908350152649741,6,48.0,7.798025524089726
2025-11-04 17:00:00,GOOG-IN-MOB,Google,IN,Mobile,4991,97,6.600524296046321,2,16.0,7.754855653037205
2025-11-04 18:00:00,GOOG-IN-MOB,Google,IN,Mobile,5050,97,9.664981311789306,4,32.0,7.892633813512752
2025-11-04 19:00:00,GOOG-IN-MOB,Google,IN,Mobile,4949,110,3.9753747379916735,3,24.0,7.679176611051105
2025-11-04 20:00:00,GOOG-IN-MOB,Google,IN,Mobile,5046,99,5.756097631392791,8,64.0,7.577309214672849
2025-11-04 21:00:00,GOOG-IN-MOB,Google,IN,Mobile,5093,103,10.312687077552184,5,40.0,7.69525768247636
2025-11-04 22:00:00,GOOG-IN-MOB,Google,IN,Mobile,4981,98,10.33751543815196,7,56.0,7.797347264960782
2025-11-04 23:00:00,GOOG-IN-MOB,Google,IN,Mobile,4999,107,9.158967100114612,5,40.0,7.790228275464781
2025-11-05 00:00:00,GOOG-IN-MOB,Google,IN,Mobile,5145,91,7.896425130685855,3,24.0,7.869153417339281
2025-11-05 01:00:00,GOOG-IN-MOB,Google,IN,Mobile,5004,84,6.640990088303176,3,24.0,7.77626465090874
2025-11-05 02:00:00,GOOG-IN-MOB,Google,IN,Mobile,4893,115,6.570680808830765,4,32.0,7.741788029790675
2025-11-05 03:00:00,GOOG-IN-MOB,Google,IN,Mobile,4942,106,6.63214711541154,4,32.0,7.742681694324116
2025-11-05 04:00:00,GOOG-IN-MOB,Google,IN,Mobile,5072,127,9.192741936175281,6,48.0,7.798095757541691
2025-11-05 05:00:00,GOOG-IN-MOB,Google,IN,Mobile,4985,97,3.0325607777419656,3,24.0,7.6640824057487045
2025-11-05 06:00:00,GOOG-IN-MOB,Google,IN,Mobile,4963,102,8.492004588987887,3,24.0,7.588632668926034
2025-11-05 07:00:00,GOOG-IN-MOB,Google,IN,Mobile,4960,92,6.717051656171263,2,64.0,7.632765416660406
2025-11-05 08:00:00,GOOG-IN-MOB,Google,IN,Mobile,4989,92,8.628862292224806,1,40.0,7.6158523466881185
2025-11-05 09:00:00,GOOG-IN-MOB,Google,IN,Mobile,4981,97,7.267730107252324,0,16.0,7.630552374797745
2025-11-05 10:00:00,GOOG-IN-MOB,Google,IN,Mobile,4995,93,7.0239448851324475,1,8.0,7.60866856122862
2025-11-05 11:00:00,GOOG-IN-MOB,Google,IN,Mobile,4907,79,6.208478768833966,2,16.0,7.537658397165925
2025-11-05 12:00:00,GOOG-IN-MOB,Google,IN,Mobile,5025,118,4.717935326085577,4,32.0,7.359122516977958
2025-11-05 13:00:00,GOOG-IN-MOB,Google,IN,Mobile,5011,120,8.599467248897085,3,24.0,7.323654543773366
2025-11-05 14:00:00,GOOG-IN-MOB,Google,IN,Mobile,5019,103,5.805100401782552,2,16.0,7.134861556754264
2025-11-05 15:00:00,GOOG-IN-MOB,Google,IN,Mobile,5018,95,10.83252652860236,3,24.0,7.373881058616977
2025-11-05 16:00:00,GOOG-IN-MOB,Google,IN,Mobile,4981,92,8.434634160966972,11,88.0,7.437476225630195
2025-11-05 17:00:00,GOOG-IN-MOB,Google,IN,Mobile,4939,106,7.857957805633602,3,24.0,7.489869288529665
2025-11-05 18:00:00,GOOG-IN-MOB,Google,IN,Mobile,5023,99,8.35284754460411,9,72.0,7.435197048230282
2025-11-05 19:00:00,GOOG-IN-MOB,Google,IN,Mobile,5106,90,9.26013995573211,6,48.0,7.6553955989694655
2025-11-05 20:00:00,GOOG-IN-MOB,Google,IN,Mobile,4901,105,5.469483496418086,3,24.0,7.64345334334552
2025-11-05 21:00:00,GOOG-IN-MOB,Google,IN,Mobile,5005,86,5.421759255459688,2,16.0,7.4396646840916665
2025-11-05 22:00:00,GOOG-IN-MOB,Google,IN,Mobile,4868,94,6.715905152858976,4,32.0,7.288764255537792
2025-11-05 23:00:00,GOOG-IN-MOB,Google,IN,Mobile,5052,96,9.369597358905011,5,40.0,7.297540516320725
2025-11-06 00:00:00,GOOG-IN-MOB,Google,IN,Mobile,5072,102,6.73049769682238,6,48.0,7.248960206576414
2025-11-06 01:00:00,GOOG-IN-MOB,Google,IN,Mobile,4971,106,8.305897047780054,2,16.0,7.3183313298879495
2025-11-06 02:00:00,GOOG-IN-MOB,Google,IN,Mobile,4940,115,7.07735271657787,3,24.0,7.339442659377412
2025-11-06 03:00:00,GOOG-IN-MOB,Google,IN,Mobile,4987,103,9.726549893114134,4,32.0,7.468376108448354
2025-11-06 04:00:00,GOOG-IN-MOB,Google,IN,Mobile,5157,110,10.265021900759125,4,32.0,7.513054440306015
2025-11-06 05:00:00,GOOG-IN-MOB,Google,IN,Mobile,4973,97,6.768701216963068,5,40.0,7.668726958606894
