ts,campaign_id,channel,geo,device,impressions,clicks,spend,conversions,revenue,planned_spend
2025-10-29 14:00:00,META-US-DESK,Meta,US,Desktop,2925,84,29.62852284062116,3,45.0,30.055151169399824
2025-10-29 15:00:00,META-US-DESK,Meta,US,Desktop,3066,89,31.699435817200175,1,15.0,29.928785256065293
2025-10-29 16:00:00,META-US-DESK,Meta,US,Desktop,2992,102,45.12962411411508,2,30.0,30.223175520945983
2025-10-29 17:00:00,META-US-DESK,Meta,US,Desktop,2919,79,31.039072477008425,1,15.0,30.356665730195143
2025-10-29 18:00:00,META-US-DESK,Meta,US,Desktop,3035,99,33.28758587133451,1,15.0,30.695733304498855
2025-10-29 19:00:00,META-US-DESK,Meta,US,Desktop,3039,103,28.182750855590456,1,15.0,30.931710628605188
2025-10-29 20:00:00,META-US-DESK,Meta,US,Desktop,3025,87,26.199461845046212,3,45.0,31.13218755536845
2025-10-29 21:00:00,META-US-DESK,Meta,US,Desktop,3075,85,23.50234053907712,5,75.0,30.849151178579916
2025-10-29 22:00:00,META-US-DESK,Meta,US,Desktop,3000,94,26.46861036902876,2,30.0,31.016930468365818
2025-10-29 23:00:00,META-US-DESK,Meta,US,Desktop,3023,80,19.524479847675387,1,15.0,30.579962446399602
2025-10-30 00:00:00,META-US-DESK,Meta,US,Desktop,3047,79,23.73528572571027,1,15.0,29.93898154075683
2025-10-30 01:00:00,META-US-DESK,Meta,US,Desktop,2882,90,30.217106335822738,2,30.0,30.098056886074364
2025-10-30 02:00:00,META-US-DESK,Meta,US,Desktop,2912,74,17.13314425004304,3,45.0,29.20905647880305
2025-10-30 03:00:00,META-US-DESK,Meta,US,Desktop,3039,90,20.513933661816903,1,15.0,28.56579652359264
2025-10-30 04:00:00,META-US-DESK,Meta,US,Desktop,2972,73,29.714377157861563,1,15.0,28.304380896816777
2025-10-30 05:00:00,META-US-DESK,Meta,US,Desktop,2913,79,30.00316386945543,1,15.0,28.492249464129856
2025-10-30 06:00:00,META-US-DESK,Meta,US,Desktop,3016,94,36.18576945305348,3,45.0,29.12324147731965
2025-10-30 07:00:00,META-US-DESK,Meta,US,Desktop,3078,94,31.80159873799497,2,30.0,29.240511876804433
2025-10-30 08:00:00,META-US-DESK,Meta,US,Desktop,3020,105,40.72064840686791,0,0.0,29.63318124722369
2025-10-30 09:00:00,META-US-DESK,Meta,US,Desktop,3059,93,33.6499997458845,1,15.0,29.64990791114678
2025-10-30 10:00:00,META-US-DESK,Meta,US,Desktop,2994,89,40.839508157155045,2,30.0,30.310906683272602
2025-10-30 11:00:00,META-US-DESK,Meta,US,Desktop,3008,85,31.7546851841703,2,30.0,30.32755752265326
2025-10-30 12:00:00,META-US-DESK,Meta,US,Desktop,3067,92,29.84706112885539,0,0.0,30.17577762964291
2025-10-30 13:00:00,META-US-DESK,Meta,US,Desktop,3057,93,27.466852352781938,2,30.0,29.926875781007116
2025-10-30 14:00:00,META-US-DESK,Meta,US,Desktop,2947,97,27.45600042110835,1,15.0,29.836354013527416
2025-10-30 15:00:00,META-US-DESK,Meta,US,Desktop,2962,95,37.59536022117167,2,30.0,30.08201753035956
2025-10-30 16:00:00,META-US-DESK,Meta,US,Desktop,3079,82,30.092347127494218,1,15.0,29.45546432258369
2025-10-30 17:00:00,META-US-DESK,Meta,US,Desktop,3058,95,37.90700779886497,0,0.0,29.74162829432771
2025-10-30 18:00:00,META-US-DESK,Meta,US,Desktop,3107,94,34.38433518918872,2,30.0,29.787326182571636
2025-10-30 19:00:00,META-US-DESK,Meta,US,Desktop,2966,101,39.040264966685015,2,30.0,30.239722603867246
2025-10-30 20:00:00,META-US-DESK,Meta,US,Desktop,2971,70,25.154560247513604,2,30.0,30.196185037303383
2025-10-30 21:00:00,META-US-DESK,Meta,US,Desktop,3042,95,32.316569275239196,2,30.0,30.563444567976806
2025-10-30 22:00:00,META-US-DESK,Meta,US,Desktop,2995,85,32.03661838641713,3,45.0,30.795444902034657
2025-10-30 23:00:00,META-US-DESK,Meta,US,Desktop,3049,95,44.59507855725146,2,30.0,31.840053181600325
2025-10-31 00:00:00,META-US-DESK,Meta,US,Desktop,2995,108,45.42114266570956,2,30.0,32.74363055410029
2025-10-31 01:00:00,META-US-DESK,Meta,US,Desktop,3114,93,32.24378373236994,2,30.0,32.82807544562309
2025-10-31 02:00:00,META-US-DESK,Meta,US,Desktop,2993,95,32.571436898895264,3,45.0,33.47133763932527
2025-10-31 03:00:00,META-US-DESK,Meta,US,Desktop,3026,77,52.02988966219712,0,0.0,33.70054643804534
2025-10-31 04:00:00,META-US-DESK,Meta,US,Desktop,3037,86,44.32167766003417,2,30.0,33.38581567438516
2025-10-31 05:00:00,META-US-DESK,Meta,US,Desktop,3032,90,92.12640664680234,4,60.0,34.05498398496623
2025-10-31 06:00:00,META-US-DESK,Meta,US,Desktop,3006,96,28.33054651848009,1,15.0,33.72768302935901
2025-10-31 07:00:00,META-US-DESK,Meta,US,Desktop,3039,107,50.09150186650957,1,15.0,34.48976232638044
2025-10-31 08:00:00,META-US-DESK,Meta,US,Desktop,2921,88,32.59589947814954,3,45.0,34.151231121017176
2025-10-31 09:00:00,META-US-DESK,Meta,US,Desktop,3036,96,35.08757393730798,2,30.0,34.21113004565982
2025-10-31 10:00:00,META-US-DESK,Meta,US,Desktop,3038,97,31.45467856373528,2,30.0,33.82009547926733
2025-10-31 11:00:00,META-US-DESK,Meta,US,Desktop,2971,81,32.856113280684724,1,15.0,33.8659883166221
2025-10-31 12:00:00,META-US-DESK,Meta,US,Desktop,3031,98,28.66294402646338,0,0.0,33.816650104022436
2025-10-31 13:00:00,META-US-DESK,Meta,US,Desktop,3002,91,36.55305769534233,1,15.0,34.19524199329578
2025-10-31 14:00:00,META-US-DESK,Meta,US,Desktop,3014,104,24.541014940914067,3,45.0,34.073784264954355
2025-10-31 15:00:00,META-US-DESK,Meta,US,Desktop,2947,101,33.14099802966172,3,45.0,33.888185840308104
2025-10-31 16:00:00,META-US-DESK,Meta,US,Desktop,2923,75,32.253311306623246,3,45.0,33.978226014438484
2025-10-31 17:00:00,META-US-DESK,Meta,US,Desktop,3049,72,28.807548190263628,2,30.0,33.5990818640801
2025-10-31 18:00:00,META-US-DESK,Meta,US,Desktop,3000,94,38.93517319280437,0,0.0,33.78870011423075
2025-10-31 19:00:00,META-US-DESK,Meta,US,Desktop,3004,92,32.192273561084825,3,45.0,33.503367138997405
2025-10-31 20:00:00,META-US-DESK,Meta,US,Desktop,3039,97,29.296497795884914,3,45.0,33.67594787017954
2025-10-31 21:00:00,META-US-DESK,Meta,US,Desktop,2911,93,40.2615556003588,2,30.0,34.00698896705953
2025-10-31 22:00:00,META-US-DESK,Meta,US,Desktop,2991,73,29.253419866253424,3,45.0,33.8910223620527
2025-10-31 23:00:00,META-US-DESK,Meta,US,Desktop,2976,104,48.081167861746295,4,60.0,34.036276083073325
2025-11-01 00:00:00,META-US-DESK,Meta,US,Desktop,2988,70,30.98509018979927,2,30.0,33.43477389657706
2025-11-01 01:00:00,META-US-DESK,Meta,US,Desktop,2975,63,20.910680463836588,3,45.0,32.96256126038818
2025-11-01 02:00:00,META-US-DESK,Meta,US,Desktop,3110,107,31.26584983039008,2,30.0,32.90816179920046
2025-11-01 03:00:00,META-US-DESK,Meta,US,Desktop,2938,103,36.56882238836028,1,15.0,33.347906697419695
2025-11-01 04:00:00,META-US-DESK,Meta,US,Desktop,2985,89,39.71860729750784,2,30.0,34.07948038356514
2025-11-01 05:00:00,META-US-DESK,Meta,US,Desktop,2959,86,41.16654023804055,1,15.0,33.875452755008446
2025-11-01 06:00:00,META-US-DESK,Meta,US,Desktop,2976,89,38.23274592528115,4,60.0,34.28804439695849
2025-11-01 07:00:00,META-US-DESK,Meta,US,Desktop,3024,85,27.687578444630617,3,45.0,33.35454758771353
2025-11-01 08:00:00,META-US-DESK,Meta,US,Desktop,2900,91,25.87797180900806,2,30.0,33.07463393483264
2025-11-01 09:00:00,META-US-DESK,Meta,US,Desktop,3035,90,38.918950047114194,5,75.0,33.23427460607457
2025-11-01 10:00:00,META-US-DESK,Meta,US,Desktop,2987,97,35.78403123409181,1,15.0,33.414664300672754
2025-11-01 11:00:00,META-US-DESK,Meta,US,Desktop,3073,107,42.14275623422417,5,75.0,33.80160775707024
2025-11-01 12:00:00,META-US-DESK,Meta,US,Desktop,3022,88,29.946641708349063,1,15.0,33.855095160482136
2025-11-01 13:00:00,META-US-DESK,Meta,US,Desktop,3090,96,26.97160361256702,5,75.0,33.455867907033166
2025-11-01 14:00:00,META-US-DESK,Meta,US,Desktop,3051,99,37.93916623544803,0,0.0,34.01412421097208
2025-11-01 15:00:00,META-US-DESK,Meta,US,Desktop,2951,95,40.81590797867613,3,45.0,34.33391212551435
2025-11-01 16:00:00,META-US-DESK,Meta,US,Desktop,3046,93,34.79252378205897,0,0.0,34.43971264532417
2025-11-01 17:00:00,META-US-DESK,Meta,US,Desktop,3067,79,26.782425061578266,1,15.0,34.35533251496228
2025-11-01 18:00:00,META-US-DESK,Meta,US,Desktop,3035,102,34.81511254607568,3,45.0,34.18366332134858
2025-11-01 19:00:00,META-US-DESK,Meta,US,Desktop,2984,103,41.08064131804999,2,30.0,34.5540119778888
2025-11-01 20:00:00,META-US-DESK,Meta,US,Desktop,3035,76,20.955217528448117,2,30.0,34.20645863341227
2025-11-01 21:00:00,META-US-DESK,Meta,US,Desktop,3003,90,26.739674747584647,0,0.0,33.64304693121334
2025-11-01 22:00:00,META-US-DESK,Meta,US,Desktop,2987,85,34.397120524621066,3,45.0,33.85736779197867
2025-11-01 23:00:00,META-US-DESK,Meta,US,Desktop,3066,100,38.0137752000733,3,45.0,33.43789309774229
2025-11-02 00:00:00,META-US-DESK,Meta,US,Desktop,2944,70,21.87008202350373,6,90.0,33.05810109081331
2025-11-02 01:00:00,META-US-DESK,Meta,US,Desktop,2981,94,35.57289675765988,2,30.0,33.669026769722606
2025-11-02 02:00:00,META-US-DESK,Meta,US,Desktop,3136,104,52.212137965961205,1,15.0,34.54178877537141
2025-11-02 03:00:00,META-US-DESK,Meta,US,Desktop,2978,90,30.890349905768332,1,15.0,34.30518575526341
2025-11-02 04:00:00,META-US-DESK,Meta,US,Desktop,3105,92,38.29150709912683,2,30.0,34.245723246997535
2025-11-02 05:00:00,META-US-DESK,Meta,US,Desktop,3022,104,35.96309373739847,1,15.0,34.02891297613745
2025-11-02 06:00:00,META-US-DESK,Meta,US,Desktop,3005,88,29.224868548874753,1,15.0,33.653584752120516
2025-11-02 07:00:00,META-US-DESK,Meta,US,Desktop,2980,107,27.83234719845957,2,30.0,33.659616783530055
2025-11-02 08:00:00,META-US-DESK,Meta,US,Desktop,2984,101,33.39209266361832,2,30.0,33.97270515247215
2025-11-02 09:00:00,META-US-DESK,Meta,US,Desktop,3086,88,35.45681551061229,2,30.0,33.82844954678457
2025-11-02 10:00:00,META-US-DESK,Meta,US,Desktop,2926,88,20.709888964146106,2,30.0,33.20036028553683
2025-11-02 11:00:00,META-US-DESK,Meta,US,Desktop,2982,91,26.273690440648366,1,15.0,32.5391492108045
2025-11-02 12:00:00,META-US-DESK,Meta,US,Desktop,3038,82,23.872369380248156,1,15.0,32.28605453046697
2025-11-02 13:00:00,META-US-DESK,Meta,US,Desktop,3025,93,24.533412695950233,1,15.0,32.1844632422746
2025-11-02 14:00:00,META-US-DESK,Meta,US,Desktop,3011,76,21.21494377174076,3,45.0,31.487620639620133
2025-11-02 15:00:00,META-US-DESK,Meta,US,Desktop,3057,91,41.13593654682827,3,45.0,31.50095516329314
2025-11-02 16:00:00,META-US-DESK,Meta,US,Desktop,3041,95,44.18901038902787,2,30.0,31.892475438583507
2025-11-02 17:00:00,META-US-DESK,Meta,US,Desktop,2978,91,37.28454619710103,5,75.0,32.33006381923029
2025-11-02 18:00:00,META-US-DESK,Meta,US,Desktop,3004,82,26.385979648162056,1,15.0,31.978849948483887
2025-11-02 19:00:00,META-US-DESK,Meta,US,Desktop,2966,80,29.684625377737255,1,15.0,31.504015950970857
2025-11-02 20:00:00,META-US-DESK,Meta,US,Desktop,3087,86,39.4928289603247,0,0.0,32.27641642729905
2025-11-02 21:00:00,META-US-DESK,Meta,US,Desktop,2937,99,21.695844429329632,2,30.0,32.06625683070509
2025-11-02 22:00:00,META-US-DESK,Meta,US,Desktop,3015,98,34.37867459136348,2,30.0,32.06548825015269
2025-11-02 23:00:00,META-US-DESK,Meta,US,Desktop,3025,99,34.953414358351964,3,45.0,31.93797321508097
2025-11-03 00:00:00,META-US-DESK,Meta,US,Desktop,2938,85,32.990882372862814,3,45.0,32.40133989630426
2025-11-03 01:00:00,META-US-DESK,Meta,US,Desktop,2966,90,33.114947525844684,3,45.0,32.298925344978635
2025-11-03 02:00:00,META-US-DESK,Meta,US,Desktop,3004,76,23.34243506352249,0,0.0,31.09602105737702
2025-11-03 03:00:00,META-US-DESK,Meta,US,Desktop,2932,80,38.22599057034526,2,30.0,31.401672751734385
2025-11-03 04:00:00,META-US-DESK,Meta,US,Desktop,3026,90,40.149013207712855,2,30.0,31.47906883959214
2025-11-03 05:00:00,META-US-DESK,Meta,US,Desktop,2917,91,28.561736474894413,2,30.0,31.170678953654473
2025-11-03 06:00:00,META-US-DESK,Meta,US,Desktop,3107,101,27.897197825606735,1,15.0,31.11535934018497
2025-11-03 07:00:00,META-US-DESK,Meta,US,Desktop,3002,90,38.18064207601921,0,0.0,31.54653829341662
2025-11-03 08:00:00,META-US-DESK,Meta,US,Desktop,2895,80,29.693517984464172,1,15.0,31.392431015118532
2025-11-03 09:00:00,META-US-DESK,Meta,US,Desktop,3013,103,34.898771965214294,1,15.0,31.36917920072695
2025-11-03 10:00:00,META-US-DESK,Meta,US,Desktop,2966,88,33.501127701797614,2,30.0,31.902147481462432
2025-11-03 11:00:00,META-US-DESK,Meta,US,Desktop,2983,90,24.127433873296827,5,75.0,31.81272012448945
2025-11-03 12:00:00,META-US-DESK,Meta,US,Desktop,3122,96,20.233229325009816,2,30.0,31.661089288854516
2025-11-03 13:00:00,META-US-DESK,Meta,US,Desktop,2965,86,38.38310411318256,1,15.0,32.23815976457253
2025-11-03 14:00:00,META-US-DESK,Meta,US,Desktop,3084,97,40.99883525156364,1,15.0,33.06248857623182
2025-11-03 15:00:00,META-US-DESK,Meta,US,Desktop,2903,79,34.94646924232676,1,15.0,32.804594105210924
2025-11-03 16:00:00,META-US-DESK,Meta,US,Desktop,2951,69,14.635541060701133,3,45.0,31.573199549863975
2025-11-03 17:00:00,META-US-DESK,Meta,US,Desktop,2922,85,32.759280683495696,3,45.0,31.384646820130417
2025-11-03 18:00:00,META-US-DESK,Meta,US,Desktop,3132,116,38.67789266655642,3,45.0,31.896809862563515
2025-11-03 19:00:00,META-US-DESK,Meta,US,Desktop,3024,94,30.28033330995369,2,30.0,31.921631026405866
2025-11-03 20:00:00,META-US-DESK,Meta,US,Desktop,2992,82,31.046470718760833,4,60.0,31.569699433007376
2025-11-03 21:00:00,META-US-DESK,Meta,US,Desktop,2982,92,33.92177324074641,2,30.0,32.07911313348307
2025-11-03 22:00:00,META-US-DESK,Meta,US,Desktop,3094,96,35.86908108809635,2,30.0,32.14121340418028
2025-11-03 23:00:00,META-US-DESK,Meta,US,Desktop,2884,83,40.59575650365932,1,15.0,32.37631099356808
2025-11-04 00:00:00,META-US-DESK,Meta,US,Desktop,3001,81,29.281241530688874,1,15.0,32.221742625144174
2025-11-04 01:00:00,META-US-DESK,Meta,US,Desktop,3096,105,43.63992579075843,5,75.0,32.66028338618224
2025-11-04 02:00:00,META-US-DESK,Meta,US,Desktop,2948,101,19.02571936930378,2,30.0,32.480420232256456
2025-11-04 03:00:00,META-US-DESK,Meta,US,Desktop,2962,75,25.830485502313888,3,45.0,31.96394085442182
2025-11-04 04:00:00,META-US-DESK,Meta,US,Desktop,2990,82,29.757789107109208,1,15.0,31.530973183563336
2025-11-04 05:00:00,META-US-DESK,Meta,US,Desktop,3007,92,23.95462438979539,1,15.0,31.339010180017542
2025-11-04 06:00:00,META-US-DESK,Meta,US,Desktop,2956,97,39.924029469667836,3,45.0,31.84012816518676
2025-11-04 07:00:00,META-US-DESK,Meta,US,Desktop,3014,87,22.40726325363175,2,30.0,31.182904047587282
2025-11-04 08:00:00,META-US-DESK,Meta,US,Desktop,2900,96,38.25767866224311,1,15.0,31.539744075828068
2025-11-04 09:00:00,META-US-DESK,Meta,US,Desktop,2967,84,23.991374806254207,1,15.0,31.08526919420473
2025-11-04 10:00:00,META-US-DESK,Meta,US,Desktop,3036,92,38.345118437704876,4,60.0,31.287102141534202
2025-11-04 11:00:00,META-US-DESK,Meta,US,Desktop,2953,74,19.50150561088935,1,15.0,31.094355130600558
2025-11-04 12:00:00,META-US-DESK,Meta,US,Desktop,3047,81,31.97430227701693,1,15.0,31.583566503600853
2025-11-04 13:00:00,META-US-DESK,Meta,US,Desktop,2955,86,27.719879394675843,3,45.0,31.139265473663073
2025-11-04 14:00:00,META-US-DESK,Meta,US,Desktop,3037,80,23.142190267034177,4,60.0,30.395238599307675
2025-11-04 15:00:00,META-US-DESK,Meta,US,Desktop,3054,84,26.746187660285585,2,30.0,30.05356020005596
2025-11-04 16:00:00,META-US-DESK,Meta,US,Desktop,2941,98,30.346188978021303,1,15.0,30.7081705299443
2025-11-04 17:00:00,META-US-DESK,Meta,US,Desktop,3005,74,22.135099567832597,1,15.0,30.265496316791673
2025-11-04 18:00:00,META-US-DESK,Meta,US,Desktop,2994,92,39.30043271633477,1,15.0,30.291435485532435
2025-11-04 19:00:00,META-US-DESK,Meta,US,Desktop,2998,82,26.546556215341006,4,60.0,30.135861439923577
2025-11-04 20:00:00,META-US-DESK,Meta,US,Desktop,3021,83,31.807882857216015,1,15.0,30.167586945692538
2025-11-04 21:00:00,META-US-DESK,Meta,US,Desktop,3017,83,25.8310150028374,2,30.0,29.830472019113
2025-11-04 22:00:00,META-US-DESK,Meta,US,Desktop,2966,94,31.19743938045923,0,0.0,29.635820281294787
2025-11-04 23:00:00,META-US-DESK,Meta,US,Desktop,3002,79,24.109833513868686,4,60.0,28.948906823386846
2025-11-05 00:00:00,META-US-DESK,Meta,US,Desktop,2999,120,36.88368311231077,2,30.0,29.265675222621088
2025-11-05 01:00:00,META-US-DESK,Meta,US,Desktop,2973,127,61.00524943009004,3,45.0,29.989230374259904
2025-11-05 02:00:00,META-US-DESK,Meta,US,Desktop,2948,92,28.544366284746744,1,15.0,30.385840662403364
2025-11-05 03:00:00,META-US-DESK,Meta,US,Desktop,2948,87,14.573839662890677,2,30.0,29.916813752427398
2025-11-05 04:00:00,META-US-DESK,Meta,US,Desktop,3032,85,26.8355118223845,2,30.0,29.7950521988972
2025-11-05 05:00:00,META-US-DESK,Meta,US,Desktop,3055,90,28.376011534566896,0,0.0,29.979276663262677
2025-11-05 06:00:00,META-US-DESK,Meta,US,Desktop,3003,93,37.66492198127299,1,15.0,29.885147184579555
2025-11-05 07:00:00,META-US-DESK,Meta,US,Desktop,2996,88,42.92828406134671,1,15.0,29.845850466956293
2025-11-05 08:00:00,META-US-DESK,Meta,US,Desktop,3037,103,68.09279948752453,3,45.0,29.67038051201959
2025-11-05 09:00:00,META-US-DESK,Meta,US,Desktop,2952,88,68.03010741857484,1,15.0,30.088033799645974
2025-11-05 10:00:00,META-US-DESK,Meta,US,Desktop,3013,82,30.308139177219484,5,75.0,29.753159663792417
2025-11-05 11:00:00,META-US-DESK,Meta,US,Desktop,2980,100,36.26591959136906,1,15.0,30.45167691297907
2025-11-05 12:00:00,META-US-DESK,Meta,US,Desktop,2976,84,35.52961289905444,1,15.0,30.599814855563967
2025-11-05 13:00:00,META-US-DESK,Meta,US,Desktop,3063,89,28.417716037714758,5,75.0,30.628891382357256
2025-11-05 14:00:00,META-US-DESK,Meta,US,Desktop,2960,98,24.108615845977674,2,30.0,30.669159114813237
2025-11-05 15:00:00,META-US-DESK,Meta,US,Desktop,3093,79,34.5623158121554,4,60.0,30.994831121141146
2025-11-05 16:00:00,META-US-DESK,Meta,US,Desktop,3026,89,41.60688311514242,5,75.0,31.464026710187856
2025-11-05 17:00:00,META-US-DESK,Meta,US,Desktop,2944,90,27.285213499954857,3,45.0,31.67861479069295
2025-11-05 18:00:00,META-US-DESK,Meta,US,Desktop,2981,76,19.365717613590128,1,15.0,30.848001661411924
2025-11-05 19:00:00,META-US-DESK,Meta,US,Desktop,3038,87,26.516668979439913,2,30.0,30.846756359916046
2025-11-05 20:00:00,META-US-DESK,Meta,US,Desktop,3021,94,17.186517871089503,3,45.0,30.237532818827443
2025-11-05 21:00:00,META-US-DESK,Meta,US,Desktop,3042,81,21.405835383596607,2,30.0,30.053150334692408
2025-11-05 22:00:00,META-US-DESK,Meta,US,Desktop,3041,87,35.50100051239013,2,30.0,30.232465381856198
2025-11-05 23:00:00,META-US-DESK,Meta,US,Desktop,3108,96,38.996957660994894,1,15.0,30.85276222131979
2025-11-06 00:00:00,META-US-DESK,Meta,US,Desktop,3047,97,40.97143386455593,2,30.0,31.023085169330002
2025-11-06 01:00:00,META-US-DESK,Meta,US,Desktop,2963,100,31.622754085507786,4,60.0,29.798814529972407
2025-11-06 02:00:00,META-US-DESK,Meta,US,Desktop,3067,97,26.67720549280512,0,0.0,29.721016163641508
2025-11-06 03:00:00,META-US-DESK,Meta,US,Desktop,3059,92,40.149080190869306,3,45.0,30.78665118564062
2025-11-06 04:00:00,META-US-DESK,Meta,US,Desktop,2953,97,23.721704638417524,3,45.0,30.656909219641992
2025-11-06 05:00:00,META-US-DESK,Meta,US,Desktop,2976,94,43.31876133968977,3,45.0,31.27952379485545
2025-11-06 06:00:00,META-US-DESK,Meta,US,Desktop,3037,108,46.53998263359705,1,15.0,31.649317988702283
2025-11-06 07:00:00,META-US-DESK,Meta,US,Desktop,3033,77,13.917401736486257,5,75.0,31.33487047644449
2025-11-06 08:00:00,META-US-DESK,Meta,US,Desktop,2998,87,39.03600328108392,2,30.0,31.54277062383289
2025-11-06 09:00:00,META-US-DESK,Meta,US,Desktop,2978,83,33.49683747964101,3,45.0,31.521178280930954
2025-11-06 10:00:00,META-US-DESK,Meta,US,Desktop,2889,77,29.84156641035224,3,45.0,31.501737748978154
2025-11-06 11:00:00,META-US-DESK,Meta,US,Desktop,2970,89,44.28984883739477,4,60.0,31.836068134229222
2025-11-06 12:00:00,META-US-DESK,Meta,US,Desktop,2997,102,32.58494159833056,2,30.0,31.713373496699063
2025-11-06 13:00:00,META-US-DESK,Meta,US,Desktop,2958,99,69.45572170954064,4,60.0,31.97629619740971
2025-11-06 14:00:00,META-US-DESK,Meta,US,Desktop,3136,88,86.3303620569454,3,45.0,32.770319746680336
2025-11-06 15:00:00,META-US-DESK,Meta,US,Desktop,3049,89,81.8815262560295,1,15.0,33.03608838484114
2025-11-06 16:00:00,META-US-DESK,Meta,US,Desktop,2916,73,16.91504338582325,2,30.0,32.00726172945284
2025-11-06 17:00:00,META-US-DESK,Meta,US,Desktop,2964,102,40.59130239260726,1,15.0,32.56168209998003
2025-11-06 18:00:00,META-US-DESK,Meta,US,Desktop,3042,93,25.62865086137219,4,60.0,32.82263765197094
2025-11-06 19:00:00,META-US-DESK,Meta,US,Desktop,2987,94,47.13049115578001,3,45.0,33.68154690931845
2025-11-06 20:00:00,META-US-DESK,Meta,US,Desktop,3093,98,27.098961802342213,3,45.0,34.09456540645398
